date,year,month,day,weekday,hour,demand,temperature
8/18/2014,2014,8,18,2,13,16537,72
8/18/2014,2014,8,18,2,14,16737,73
8/18/2014,2014,8,18,2,15,16833,75
8/18/2014,2014,8,18,2,16,16871,75
8/18/2014,2014,8,18,2,17,16939,76
8/18/2014,2014,8,18,2,18,16870,75
8/18/2014,2014,8,18,2,19,16445,74
8/18/2014,2014,8,18,2,20,16095,72
8/18/2014,2014,8,18,2,21,16154,68
8/18/2014,2014,8,18,2,22,15114,66
8/18/2014,2014,8,18,2,23,13600,63
8/18/2014,2014,8,18,2,24,12173,62
8/19/2014,2014,8,19,3,1,11166,60
8/19/2014,2014,8,19,3,2,10595,59
8/19/2014,2014,8,19,3,3,10254,58
8/19/2014,2014,8,19,3,4,10114,57
8/19/2014,2014,8,19,3,5,10295,55
8/19/2014,2014,8,19,3,6,10997,55
8/19/2014,2014,8,19,3,7,12116,54
8/19/2014,2014,8,19,3,8,13465,56
8/19/2014,2014,8,19,3,9,14423,59
8/19/2014,2014,8,19,3,10,15115,64
8/19/2014,2014,8,19,3,11,15676,67
8/19/2014,2014,8,19,3,12,16050,69
8/19/2014,2014,8,19,3,13,16309,72
8/19/2014,2014,8,19,3,14,16619,73
8/19/2014,2014,8,19,3,15,16813,74
8/19/2014,2014,8,19,3,16,16976,75
8/19/2014,2014,8,19,3,17,17146,75
8/19/2014,2014,8,19,3,18,17150,75
8/19/2014,2014,8,19,3,19,16773,74
8/19/2014,2014,8,19,3,20,16389,73
8/19/2014,2014,8,19,3,21,16441,69
8/19/2014,2014,8,19,3,22,15410,66
8/19/2014,2014,8,19,3,23,13912,65
8/19/2014,2014,8,19,3,24,12517,64
8/20/2014,2014,8,20,4,1,11539,63
8/20/2014,2014,8,20,4,2,10971,62
8/20/2014,2014,8,20,4,3,10621,61
8/20/2014,2014,8,20,4,4,10467,60
8/20/2014,2014,8,20,4,5,10653,60
8/20/2014,2014,8,20,4,6,11378,59
8/20/2014,2014,8,20,4,7,12568,58
8/20/2014,2014,8,20,4,8,13981,60
8/20/2014,2014,8,20,4,9,14993,64
8/20/2014,2014,8,20,4,10,15807,67
8/20/2014,2014,8,20,4,11,16518,70
8/20/2014,2014,8,20,4,12,17047,73
8/20/2014,2014,8,20,4,13,17384,75
8/20/2014,2014,8,20,4,14,17796,77
8/20/2014,2014,8,20,4,15,18049,78
8/20/2014,2014,8,20,4,16,18161,78
8/20/2014,2014,8,20,4,17,18237,78
8/20/2014,2014,8,20,4,18,18087,77
8/20/2014,2014,8,20,4,19,17541,76
8/20/2014,2014,8,20,4,20,17158,74
8/20/2014,2014,8,20,4,21,17118,71
8/20/2014,2014,8,20,4,22,16027,69
8/20/2014,2014,8,20,4,23,14460,68
8/20/2014,2014,8,20,4,24,12973,66
8/21/2014,2014,8,21,5,1,11913,65
8/21/2014,2014,8,21,5,2,11295,65
8/21/2014,2014,8,21,5,3,10947,64
8/21/2014,2014,8,21,5,4,10803,63
8/21/2014,2014,8,21,5,5,10982,62
8/21/2014,2014,8,21,5,6,11771,61
8/21/2014,2014,8,21,5,7,13000,62
8/21/2014,2014,8,21,5,8,14326,63
8/21/2014,2014,8,21,5,9,15290,64
8/21/2014,2014,8,21,5,10,16041,66
8/21/2014,2014,8,21,5,11,16649,69
8/21/2014,2014,8,21,5,12,17038,70
8/21/2014,2014,8,21,5,13,17299,71
8/21/2014,2014,8,21,5,14,17536,72
8/21/2014,2014,8,21,5,15,17586,73
8/21/2014,2014,8,21,5,16,17507,73
8/21/2014,2014,8,21,5,17,17422,73
8/21/2014,2014,8,21,5,18,17245,72
8/21/2014,2014,8,21,5,19,16915,71
8/21/2014,2014,8,21,5,20,16911,69
8/21/2014,2014,8,21,5,21,16836,68
8/21/2014,2014,8,21,5,22,15879,67
8/21/2014,2014,8,21,5,23,14462,66
8/21/2014,2014,8,21,5,24,13092,65
8/22/2014,2014,8,22,6,1,12129,65
8/22/2014,2014,8,22,6,2,11523,64
8/22/2014,2014,8,22,6,3,11173,64
8/22/2014,2014,8,22,6,4,11009,64
8/22/2014,2014,8,22,6,5,11161,63
8/22/2014,2014,8,22,6,6,11927,63
8/22/2014,2014,8,22,6,7,13142,63
8/22/2014,2014,8,22,6,8,14431,63
8/22/2014,2014,8,22,6,9,15370,63
8/22/2014,2014,8,22,6,10,16036,64
8/22/2014,2014,8,22,6,11,16540,65
8/22/2014,2014,8,22,6,12,16759,67
8/22/2014,2014,8,22,6,13,16743,68
8/22/2014,2014,8,22,6,14,16791,68
8/22/2014,2014,8,22,6,15,16662,69
8/22/2014,2014,8,22,6,16,16440,70
8/22/2014,2014,8,22,6,17,16285,69
8/22/2014,2014,8,22,6,18,16097,69
8/22/2014,2014,8,22,6,19,15784,68
8/22/2014,2014,8,22,6,20,15764,67
8/22/2014,2014,8,22,6,21,15724,66
8/22/2014,2014,8,22,6,22,14948,65
8/22/2014,2014,8,22,6,23,13802,65
8/22/2014,2014,8,22,6,24,12584,64
8/23/2014,2014,8,23,7,1,11635,64
8/23/2014,2014,8,23,7,2,11040,63
8/23/2014,2014,8,23,7,3,10665,63
8/23/2014,2014,8,23,7,4,10452,62
8/23/2014,2014,8,23,7,5,10444,62
8/23/2014,2014,8,23,7,6,10719,61
8/23/2014,2014,8,23,7,7,11129,61
8/23/2014,2014,8,23,7,8,12066,61
8/23/2014,2014,8,23,7,9,13169,63
8/23/2014,2014,8,23,7,10,14017,65
8/23/2014,2014,8,23,7,11,14514,67
8/23/2014,2014,8,23,7,12,14771,69
8/23/2014,2014,8,23,7,13,14825,71
8/23/2014,2014,8,23,7,14,14737,71
8/23/2014,2014,8,23,7,15,14598,72
8/23/2014,2014,8,23,7,16,14513,71
8/23/2014,2014,8,23,7,17,14522,71
8/23/2014,2014,8,23,7,18,14580,71
8/23/2014,2014,8,23,7,19,14464,70
8/23/2014,2014,8,23,7,20,14398,69
8/23/2014,2014,8,23,7,21,14537,66
8/23/2014,2014,8,23,7,22,13848,64
8/23/2014,2014,8,23,7,23,12818,63
8/23/2014,2014,8,23,7,24,11705,62
8/24/2014,2014,8,24,1,1,10865,60
8/24/2014,2014,8,24,1,2,10310,59
8/24/2014,2014,8,24,1,3,9989,59
8/24/2014,2014,8,24,1,4,9801,59
8/24/2014,2014,8,24,1,5,9764,58
8/24/2014,2014,8,24,1,6,9895,58
8/24/2014,2014,8,24,1,7,10079,58
8/24/2014,2014,8,24,1,8,10850,59
8/24/2014,2014,8,24,1,9,11939,62
8/24/2014,2014,8,24,1,10,12884,65
8/24/2014,2014,8,24,1,11,13554,70
8/24/2014,2014,8,24,1,12,14068,72
8/24/2014,2014,8,24,1,13,14411,75
8/24/2014,2014,8,24,1,14,14588,76
8/24/2014,2014,8,24,1,15,14724,77
8/24/2014,2014,8,24,1,16,14957,77
8/24/2014,2014,8,24,1,17,15334,77
8/24/2014,2014,8,24,1,18,15697,78
8/24/2014,2014,8,24,1,19,15668,77
8/24/2014,2014,8,24,1,20,15592,75
8/24/2014,2014,8,24,1,21,15768,70
8/24/2014,2014,8,24,1,22,14837,68
8/24/2014,2014,8,24,1,23,13524,67
8/24/2014,2014,8,24,1,24,12244,66
8/25/2014,2014,8,25,2,1,11342,65
8/25/2014,2014,8,25,2,2,10816,64
8/25/2014,2014,8,25,2,3,10508,63
8/25/2014,2014,8,25,2,4,10435,62
8/25/2014,2014,8,25,2,5,10683,62
8/25/2014,2014,8,25,2,6,11543,63
8/25/2014,2014,8,25,2,7,12825,62
8/25/2014,2014,8,25,2,8,14303,63
8/25/2014,2014,8,25,2,9,15481,69
8/25/2014,2014,8,25,2,10,16486,72
8/25/2014,2014,8,25,2,11,17370,77
8/25/2014,2014,8,25,2,12,18108,79
8/25/2014,2014,8,25,2,13,18690,81
8/25/2014,2014,8,25,2,14,19283,82
8/25/2014,2014,8,25,2,15,19649,83
8/25/2014,2014,8,25,2,16,19936,83
8/25/2014,2014,8,25,2,17,20156,82
8/25/2014,2014,8,25,2,18,20123,83
8/25/2014,2014,8,25,2,19,19613,82
8/25/2014,2014,8,25,2,20,19211,79
8/25/2014,2014,8,25,2,21,18963,74
8/25/2014,2014,8,25,2,22,17611,72
8/25/2014,2014,8,25,2,23,15782,71
8/25/2014,2014,8,25,2,24,14078,69
8/26/2014,2014,8,26,3,1,12876,68
8/26/2014,2014,8,26,3,2,12132,67
8/26/2014,2014,8,26,3,3,11649,65
8/26/2014,2014,8,26,3,4,11440,65
8/26/2014,2014,8,26,3,5,11566,64
8/26/2014,2014,8,26,3,6,12347,63
8/26/2014,2014,8,26,3,7,13660,63
8/26/2014,2014,8,26,3,8,15071,64
8/26/2014,2014,8,26,3,9,16171,68
8/26/2014,2014,8,26,3,10,17197,72
8/26/2014,2014,8,26,3,11,18203,75
8/26/2014,2014,8,26,3,12,19080,78
8/26/2014,2014,8,26,3,13,19760,81
8/26/2014,2014,8,26,3,14,20406,82
8/26/2014,2014,8,26,3,15,20758,83
8/26/2014,2014,8,26,3,16,20944,84
8/26/2014,2014,8,26,3,17,21036,84
8/26/2014,2014,8,26,3,18,20900,83
8/26/2014,2014,8,26,3,19,20276,83
8/26/2014,2014,8,26,3,20,19762,79
8/26/2014,2014,8,26,3,21,19515,75
8/26/2014,2014,8,26,3,22,18069,73
8/26/2014,2014,8,26,3,23,16173,71
8/26/2014,2014,8,26,3,24,14444,70
8/27/2014,2014,8,27,4,1,13217,69
8/27/2014,2014,8,27,4,2,12486,69
8/27/2014,2014,8,27,4,3,12005,68
8/27/2014,2014,8,27,4,4,11774,67
8/27/2014,2014,8,27,4,5,11918,67
8/27/2014,2014,8,27,4,6,12777,66
8/27/2014,2014,8,27,4,7,14215,66
8/27/2014,2014,8,27,4,8,15625,67
8/27/2014,2014,8,27,4,9,16730,69
8/27/2014,2014,8,27,4,10,17813,74
8/27/2014,2014,8,27,4,11,18908,78
8/27/2014,2014,8,27,4,12,19815,82
8/27/2014,2014,8,27,4,13,20602,84
8/27/2014,2014,8,27,4,14,21371,85
8/27/2014,2014,8,27,4,15,21860,87
8/27/2014,2014,8,27,4,16,22172,87
8/27/2014,2014,8,27,4,17,22321,87
8/27/2014,2014,8,27,4,18,22105,86
8/27/2014,2014,8,27,4,19,21398,84
8/27/2014,2014,8,27,4,20,21037,80
8/27/2014,2014,8,27,4,21,20622,77
8/27/2014,2014,8,27,4,22,19147,75
8/27/2014,2014,8,27,4,23,17223,74
8/27/2014,2014,8,27,4,24,15468,72
8/28/2014,2014,8,28,5,1,14222,72
8/28/2014,2014,8,28,5,2,13452,71
8/28/2014,2014,8,28,5,3,12923,70
8/28/2014,2014,8,28,5,4,12558,68
8/28/2014,2014,8,28,5,5,12572,67
8/28/2014,2014,8,28,5,6,13334,67
8/28/2014,2014,8,28,5,7,14640,66
8/28/2014,2014,8,28,5,8,15856,66
8/28/2014,2014,8,28,5,9,16683,69
8/28/2014,2014,8,28,5,10,17381,71
8/28/2014,2014,8,28,5,11,17951,73
8/28/2014,2014,8,28,5,12,18313,75
8/28/2014,2014,8,28,5,13,18469,76
8/28/2014,2014,8,28,5,14,18644,78
8/28/2014,2014,8,28,5,15,18607,77
8/28/2014,2014,8,28,5,16,18494,76
8/28/2014,2014,8,28,5,17,18292,76
8/28/2014,2014,8,28,5,18,17926,75
8/28/2014,2014,8,28,5,19,17342,74
8/28/2014,2014,8,28,5,20,17110,72
8/28/2014,2014,8,28,5,21,16985,69
8/28/2014,2014,8,28,5,22,15851,67
8/28/2014,2014,8,28,5,23,14257,66
8/28/2014,2014,8,28,5,24,12752,64
8/29/2014,2014,8,29,6,1,11695,62
8/29/2014,2014,8,29,6,2,11048,60
8/29/2014,2014,8,29,6,3,10675,59
8/29/2014,2014,8,29,6,4,10504,58
8/29/2014,2014,8,29,6,5,10643,57
8/29/2014,2014,8,29,6,6,11386,56
8/29/2014,2014,8,29,6,7,12616,56
8/29/2014,2014,8,29,6,8,13890,57
8/29/2014,2014,8,29,6,9,14815,61
8/29/2014,2014,8,29,6,10,15510,65
8/29/2014,2014,8,29,6,11,15989,68
8/29/2014,2014,8,29,6,12,16276,69
8/29/2014,2014,8,29,6,13,16378,71
8/29/2014,2014,8,29,6,14,16518,72
8/29/2014,2014,8,29,6,15,16514,72
8/29/2014,2014,8,29,6,16,16498,73
8/29/2014,2014,8,29,6,17,16503,72
8/29/2014,2014,8,29,6,18,16351,72
8/29/2014,2014,8,29,6,19,15847,71
8/29/2014,2014,8,29,6,20,15619,69
8/29/2014,2014,8,29,6,21,15484,66
8/29/2014,2014,8,29,6,22,14582,64
8/29/2014,2014,8,29,6,23,13356,62
8/29/2014,2014,8,29,6,24,12099,61
8/30/2014,2014,8,30,7,1,11137,60
8/30/2014,2014,8,30,7,2,10547,59
8/30/2014,2014,8,30,7,3,10178,58
8/30/2014,2014,8,30,7,4,9978,58
8/30/2014,2014,8,30,7,5,9958,58
8/30/2014,2014,8,30,7,6,10203,56
8/30/2014,2014,8,30,7,7,10551,56
8/30/2014,2014,8,30,7,8,11429,57
8/30/2014,2014,8,30,7,9,12592,61
8/30/2014,2014,8,30,7,10,13487,65
8/30/2014,2014,8,30,7,11,13979,68
8/30/2014,2014,8,30,7,12,14247,70
8/30/2014,2014,8,30,7,13,14360,72
8/30/2014,2014,8,30,7,14,14390,74
8/30/2014,2014,8,30,7,15,14427,75
8/30/2014,2014,8,30,7,16,14514,76
8/30/2014,2014,8,30,7,17,14679,75
8/30/2014,2014,8,30,7,18,14809,75
8/30/2014,2014,8,30,7,19,14713,74
8/30/2014,2014,8,30,7,20,14860,71
8/30/2014,2014,8,30,7,21,14918,69
8/30/2014,2014,8,30,7,22,14279,68
8/30/2014,2014,8,30,7,23,13334,68
8/30/2014,2014,8,30,7,24,12305,68
8/31/2014,2014,8,31,1,1,11510,68
8/31/2014,2014,8,31,1,2,11018,68
8/31/2014,2014,8,31,1,3,10744,68
8/31/2014,2014,8,31,1,4,10632,69
8/31/2014,2014,8,31,1,5,10644,69
8/31/2014,2014,8,31,1,6,10851,69
8/31/2014,2014,8,31,1,7,11168,69
8/31/2014,2014,8,31,1,8,11944,70
8/31/2014,2014,8,31,1,9,13096,71
8/31/2014,2014,8,31,1,10,14207,73
8/31/2014,2014,8,31,1,11,15144,75
8/31/2014,2014,8,31,1,12,15826,77
8/31/2014,2014,8,31,1,13,16376,78
8/31/2014,2014,8,31,1,14,16739,80
8/31/2014,2014,8,31,1,15,16997,80
8/31/2014,2014,8,31,1,16,17285,81
8/31/2014,2014,8,31,1,17,17556,82
8/31/2014,2014,8,31,1,18,17728,82
8/31/2014,2014,8,31,1,19,17685,80
8/31/2014,2014,8,31,1,20,17824,77
8/31/2014,2014,8,31,1,21,17527,75
8/31/2014,2014,8,31,1,22,16666,74
8/31/2014,2014,8,31,1,23,15525,73
8/31/2014,2014,8,31,1,24,14344,72
9/1/2014,2014,9,1,2,1,13332,72
9/1/2014,2014,9,1,2,2,12660,72
9/1/2014,2014,9,1,2,3,12247,71
9/1/2014,2014,9,1,2,4,12033,71
9/1/2014,2014,9,1,2,5,12038,70
9/1/2014,2014,9,1,2,6,12334,70
9/1/2014,2014,9,1,2,7,12781,70
9/1/2014,2014,9,1,2,8,13490,70
9/1/2014,2014,9,1,2,9,14829,72
9/1/2014,2014,9,1,2,10,16362,75
9/1/2014,2014,9,1,2,11,17703,78
9/1/2014,2014,9,1,2,12,18716,80
9/1/2014,2014,9,1,2,13,19354,82
9/1/2014,2014,9,1,2,14,19696,82
9/1/2014,2014,9,1,2,15,19855,83
9/1/2014,2014,9,1,2,16,20129,83
9/1/2014,2014,9,1,2,17,20485,84
9/1/2014,2014,9,1,2,18,20725,84
9/1/2014,2014,9,1,2,19,20420,83
9/1/2014,2014,9,1,2,20,20364,81
9/1/2014,2014,9,1,2,21,20143,78
9/1/2014,2014,9,1,2,22,18713,76
9/1/2014,2014,9,1,2,23,16859,75
9/1/2014,2014,9,1,2,24,15221,74
9/2/2014,2014,9,2,3,1,14079,74
9/2/2014,2014,9,2,3,2,13353,74
9/2/2014,2014,9,2,3,3,12920,73
9/2/2014,2014,9,2,3,4,12728,71
9/2/2014,2014,9,2,3,5,12919,71
9/2/2014,2014,9,2,3,6,13932,71
9/2/2014,2014,9,2,3,7,15679,71
9/2/2014,2014,9,2,3,8,17157,71
9/2/2014,2014,9,2,3,9,18332,73
9/2/2014,2014,9,2,3,10,19594,76
9/2/2014,2014,9,2,3,11,20869,79
9/2/2014,2014,9,2,3,12,21940,83
9/2/2014,2014,9,2,3,13,22715,85
9/2/2014,2014,9,2,3,14,23226,86
9/2/2014,2014,9,2,3,15,23348,86
9/2/2014,2014,9,2,3,16,23176,86
9/2/2014,2014,9,2,3,17,23114,86
9/2/2014,2014,9,2,3,18,23046,84
9/2/2014,2014,9,2,3,19,22570,83
9/2/2014,2014,9,2,3,20,22454,81
9/2/2014,2014,9,2,3,21,21954,79
9/2/2014,2014,9,2,3,22,20317,78
9/2/2014,2014,9,2,3,23,18297,77
9/2/2014,2014,9,2,3,24,16460,76
9/3/2014,2014,9,3,4,1,15246,76
9/3/2014,2014,9,3,4,2,14499,76
9/3/2014,2014,9,3,4,3,14010,75
9/3/2014,2014,9,3,4,4,13683,74
9/3/2014,2014,9,3,4,5,13660,72
9/3/2014,2014,9,3,4,6,14359,71
9/3/2014,2014,9,3,4,7,15732,69
9/3/2014,2014,9,3,4,8,16818,69
9/3/2014,2014,9,3,4,9,17440,70
9/3/2014,2014,9,3,4,10,17984,71
9/3/2014,2014,9,3,4,11,18464,73
9/3/2014,2014,9,3,4,12,18882,76
9/3/2014,2014,9,3,4,13,19276,77
9/3/2014,2014,9,3,4,14,19644,79
9/3/2014,2014,9,3,4,15,19937,80
9/3/2014,2014,9,3,4,16,20170,81
9/3/2014,2014,9,3,4,17,20293,81
9/3/2014,2014,9,3,4,18,20136,81
9/3/2014,2014,9,3,4,19,19517,80
9/3/2014,2014,9,3,4,20,19216,77
9/3/2014,2014,9,3,4,21,18779,73
9/3/2014,2014,9,3,4,22,17298,71
9/3/2014,2014,9,3,4,23,15423,69
9/3/2014,2014,9,3,4,24,13742,68
9/4/2014,2014,9,4,5,1,12601,66
9/4/2014,2014,9,4,5,2,11875,65
9/4/2014,2014,9,4,5,3,11454,64
9/4/2014,2014,9,4,5,4,11254,63
9/4/2014,2014,9,4,5,5,11405,61
9/4/2014,2014,9,4,5,6,12278,61
9/4/2014,2014,9,4,5,7,13761,61
9/4/2014,2014,9,4,5,8,14960,61
9/4/2014,2014,9,4,5,9,15837,65
9/4/2014,2014,9,4,5,10,16670,70
9/4/2014,2014,9,4,5,11,17453,73
9/4/2014,2014,9,4,5,12,18082,77
9/4/2014,2014,9,4,5,13,18577,79
9/4/2014,2014,9,4,5,14,19169,80
9/4/2014,2014,9,4,5,15,19594,81
9/4/2014,2014,9,4,5,16,19908,82
9/4/2014,2014,9,4,5,17,20096,81
9/4/2014,2014,9,4,5,18,20010,81
9/4/2014,2014,9,4,5,19,19457,81
9/4/2014,2014,9,4,5,20,19333,79
9/4/2014,2014,9,4,5,21,19029,75
9/4/2014,2014,9,4,5,22,17657,73
9/4/2014,2014,9,4,5,23,15898,71
9/4/2014,2014,9,4,5,24,14262,71
9/5/2014,2014,9,5,6,1,13121,70
9/5/2014,2014,9,5,6,2,12420,69
9/5/2014,2014,9,5,6,3,11965,69
9/5/2014,2014,9,5,6,4,11764,67
9/5/2014,2014,9,5,6,5,11964,67
9/5/2014,2014,9,5,6,6,12900,66
9/5/2014,2014,9,5,6,7,14487,66
9/5/2014,2014,9,5,6,8,15823,67
9/5/2014,2014,9,5,6,9,16897,70
9/5/2014,2014,9,5,6,10,17963,74
9/5/2014,2014,9,5,6,11,19025,77
9/5/2014,2014,9,5,6,12,19971,80
9/5/2014,2014,9,5,6,13,20694,83
9/5/2014,2014,9,5,6,14,21407,85
9/5/2014,2014,9,5,6,15,21788,86
9/5/2014,2014,9,5,6,16,22018,86
9/5/2014,2014,9,5,6,17,22055,86
9/5/2014,2014,9,5,6,18,21666,84
9/5/2014,2014,9,5,6,19,20874,82
9/5/2014,2014,9,5,6,20,20658,80
9/5/2014,2014,9,5,6,21,20276,78
9/5/2014,2014,9,5,6,22,19091,76
9/5/2014,2014,9,5,6,23,17577,75
9/5/2014,2014,9,5,6,24,16084,75
9/6/2014,2014,9,6,7,1,14946,75
9/6/2014,2014,9,6,7,2,14202,75
9/6/2014,2014,9,6,7,3,13747,75
9/6/2014,2014,9,6,7,4,13488,75
9/6/2014,2014,9,6,7,5,13428,75
9/6/2014,2014,9,6,7,6,13740,75
9/6/2014,2014,9,6,7,7,14301,75
9/6/2014,2014,9,6,7,8,15398,74
9/6/2014,2014,9,6,7,9,16947,76
9/6/2014,2014,9,6,7,10,18320,79
9/6/2014,2014,9,6,7,11,19429,81
9/6/2014,2014,9,6,7,12,20340,83
9/6/2014,2014,9,6,7,13,20987,85
9/6/2014,2014,9,6,7,14,21375,87
9/6/2014,2014,9,6,7,15,21604,87
9/6/2014,2014,9,6,7,16,21527,88
9/6/2014,2014,9,6,7,17,21127,86
9/6/2014,2014,9,6,7,18,20505,82
9/6/2014,2014,9,6,7,19,19682,82
9/6/2014,2014,9,6,7,20,19367,75
9/6/2014,2014,9,6,7,21,18759,73
9/6/2014,2014,9,6,7,22,17597,72
9/6/2014,2014,9,6,7,23,16048,70
9/6/2014,2014,9,6,7,24,14495,68
9/7/2014,2014,9,7,1,1,13283,67
9/7/2014,2014,9,7,1,2,12422,66
9/7/2014,2014,9,7,1,3,11862,65
9/7/2014,2014,9,7,1,4,11528,64
9/7/2014,2014,9,7,1,5,11390,64
9/7/2014,2014,9,7,1,6,11475,64
9/7/2014,2014,9,7,1,7,11685,63
9/7/2014,2014,9,7,1,8,12293,63
9/7/2014,2014,9,7,1,9,13358,64
9/7/2014,2014,9,7,1,10,14238,67
9/7/2014,2014,9,7,1,11,14798,69
9/7/2014,2014,9,7,1,12,15178,71
9/7/2014,2014,9,7,1,13,15467,73
9/7/2014,2014,9,7,1,14,15613,74
9/7/2014,2014,9,7,1,15,15694,73
9/7/2014,2014,9,7,1,16,15841,74
9/7/2014,2014,9,7,1,17,16043,75
9/7/2014,2014,9,7,1,18,16207,74
9/7/2014,2014,9,7,1,19,16001,73
9/7/2014,2014,9,7,1,20,16085,70
9/7/2014,2014,9,7,1,21,15789,65
9/7/2014,2014,9,7,1,22,14609,64
9/7/2014,2014,9,7,1,23,13188,64
9/7/2014,2014,9,7,1,24,11893,62
9/8/2014,2014,9,8,2,1,11026,61
9/8/2014,2014,9,8,2,2,10531,60
9/8/2014,2014,9,8,2,3,10249,60
9/8/2014,2014,9,8,2,4,10167,58
9/8/2014,2014,9,8,2,5,10447,58
9/8/2014,2014,9,8,2,6,11443,56
9/8/2014,2014,9,8,2,7,13020,56
9/8/2014,2014,9,8,2,8,14173,57
9/8/2014,2014,9,8,2,9,14897,60
9/8/2014,2014,9,8,2,10,15497,64
9/8/2014,2014,9,8,2,11,15996,67
9/8/2014,2014,9,8,2,12,16274,69
9/8/2014,2014,9,8,2,13,16395,72
9/8/2014,2014,9,8,2,14,16551,72
9/8/2014,2014,9,8,2,15,16510,73
9/8/2014,2014,9,8,2,16,16434,72
9/8/2014,2014,9,8,2,17,16334,71
9/8/2014,2014,9,8,2,18,16160,70
9/8/2014,2014,9,8,2,19,15981,68
9/8/2014,2014,9,8,2,20,16262,67
9/8/2014,2014,9,8,2,21,15867,65
9/8/2014,2014,9,8,2,22,14624,63
9/8/2014,2014,9,8,2,23,13116,62
9/8/2014,2014,9,8,2,24,11784,59
9/9/2014,2014,9,9,3,1,10926,58
9/9/2014,2014,9,9,3,2,10442,58
9/9/2014,2014,9,9,3,3,10174,57
9/9/2014,2014,9,9,3,4,10095,57
9/9/2014,2014,9,9,3,5,10352,56
9/9/2014,2014,9,9,3,6,11295,56
9/9/2014,2014,9,9,3,7,12895,55
9/9/2014,2014,9,9,3,8,13977,56
9/9/2014,2014,9,9,3,9,14559,59
9/9/2014,2014,9,9,3,10,14974,63
9/9/2014,2014,9,9,3,11,15372,65
9/9/2014,2014,9,9,3,12,15605,66
9/9/2014,2014,9,9,3,13,15648,68
9/9/2014,2014,9,9,3,14,15735,69
9/9/2014,2014,9,9,3,15,15670,69
9/9/2014,2014,9,9,3,16,15573,69
9/9/2014,2014,9,9,3,17,15523,69
9/9/2014,2014,9,9,3,18,15515,68
9/9/2014,2014,9,9,3,19,15429,67
9/9/2014,2014,9,9,3,20,15890,65
9/9/2014,2014,9,9,3,21,15600,63
9/9/2014,2014,9,9,3,22,14504,62
9/9/2014,2014,9,9,3,23,13038,60
9/9/2014,2014,9,9,3,24,11741,59
9/10/2014,2014,9,10,4,1,10907,58
9/10/2014,2014,9,10,4,2,10410,58
9/10/2014,2014,9,10,4,3,10146,57
9/10/2014,2014,9,10,4,4,10095,58
9/10/2014,2014,9,10,4,5,10370,58
9/10/2014,2014,9,10,4,6,11366,58
9/10/2014,2014,9,10,4,7,13102,58
9/10/2014,2014,9,10,4,8,14195,58
9/10/2014,2014,9,10,4,9,14697,59
9/10/2014,2014,9,10,4,10,15114,61
9/10/2014,2014,9,10,4,11,15466,62
9/10/2014,2014,9,10,4,12,15671,65
9/10/2014,2014,9,10,4,13,15798,66
9/10/2014,2014,9,10,4,14,15989,68
9/10/2014,2014,9,10,4,15,16044,69
9/10/2014,2014,9,10,4,16,16107,70
9/10/2014,2014,9,10,4,17,16157,70
9/10/2014,2014,9,10,4,18,16116,69
9/10/2014,2014,9,10,4,19,15955,69
9/10/2014,2014,9,10,4,20,16398,66
9/10/2014,2014,9,10,4,21,15975,64
9/10/2014,2014,9,10,4,22,14808,62
9/10/2014,2014,9,10,4,23,13324,62
9/10/2014,2014,9,10,4,24,12028,61
9/11/2014,2014,9,11,5,1,11176,61
9/11/2014,2014,9,11,5,2,10704,61
9/11/2014,2014,9,11,5,3,10447,62
9/11/2014,2014,9,11,5,4,10394,62
9/11/2014,2014,9,11,5,5,10691,63
9/11/2014,2014,9,11,5,6,11722,63
9/11/2014,2014,9,11,5,7,13476,63
9/11/2014,2014,9,11,5,8,14682,64
9/11/2014,2014,9,11,5,9,15357,65
9/11/2014,2014,9,11,5,10,15887,67
9/11/2014,2014,9,11,5,11,16293,69
9/11/2014,2014,9,11,5,12,16531,70
9/11/2014,2014,9,11,5,13,16664,71
9/11/2014,2014,9,11,5,14,16870,73
9/11/2014,2014,9,11,5,15,16950,73
9/11/2014,2014,9,11,5,16,17038,74
9/11/2014,2014,9,11,5,17,17192,75
9/11/2014,2014,9,11,5,18,17268,74
9/11/2014,2014,9,11,5,19,17227,75
9/11/2014,2014,9,11,5,20,17596,74
9/11/2014,2014,9,11,5,21,17302,72
9/11/2014,2014,9,11,5,22,16097,71
9/11/2014,2014,9,11,5,23,14455,69
9/11/2014,2014,9,11,5,24,12816,66
9/12/2014,2014,9,12,6,1,11682,64
9/12/2014,2014,9,12,6,2,10954,61
9/12/2014,2014,9,12,6,3,10545,59
9/12/2014,2014,9,12,6,4,10376,59
9/12/2014,2014,9,12,6,5,10551,58
9/12/2014,2014,9,12,6,6,11423,58
9/12/2014,2014,9,12,6,7,12927,58
9/12/2014,2014,9,12,6,8,13974,57
9/12/2014,2014,9,12,6,9,14511,59
9/12/2014,2014,9,12,6,10,14874,60
9/12/2014,2014,9,12,6,11,15159,62
9/12/2014,2014,9,12,6,12,15313,65
9/12/2014,2014,9,12,6,13,15360,66
9/12/2014,2014,9,12,6,14,15513,67
9/12/2014,2014,9,12,6,15,15554,68
9/12/2014,2014,9,12,6,16,15550,69
9/12/2014,2014,9,12,6,17,15529,69
9/12/2014,2014,9,12,6,18,15345,68
9/12/2014,2014,9,12,6,19,15002,66
